file_name,Тип документа,Сценарий,Автор (почерк),Отправитель,Получатель,Дата,Место,Тема,Количество полей
01147_L.tif,Рукописное письмо,Изменение контракта / заказа,DUQUENNE Manon,Duquenne Manon,Banque Société Géniale,28/11/2006,Blodelshem,Concerne : Modification de contrat,7
01141_L.tif,Рукописное письмо,Безответное почтовое письмо,SCHMIT Daniele,Danièle SCHMIT,BOF Telecom,28/11/2006,Davendorf,,7
01151_L.tif,Рукописное письмо,Управление страховым случаем,FRIANT Maryvonne,Maryvonne FRIANT,NNA Assurances,30/11/2006,Xonrupt Longemer,Objet : déclaration d'un sinistre,8
01163_L.tif,Рукописное письмо,Безответное почтовое письмо,ROGER Martine,ROGER Martine,Mairie,,,Objet : Renouvellement de demande d'information.,6
01162_L.tif,Рукописное письмо,Изменение контракта / заказа,BARBAUD Emilie,Emilie BARBAUD,Les 3 Suifs,30/11/2006,La Maxe,Objet : modification commande,8
01161_L.tif,Рукописное письмо,Изменение персональных данных,CAZENAVE Marie,Marie CAZENAVE,NNA Assurances,27/11/2006,Ammerzwiller,Objet : Nouvelles coordonnées bancaires,11
01164_L.tif,Рукописное письмо,Запрос информации,BLONDELLE Martine,Martine BLONDELLE,NNA Assurances,30/11/2006,,,6
01160_L.tif,Рукописное письмо,Закрытие счёта,LEFEUVRE Nabil,LEFEUVRE Nabil,NNA Assurances,,,,6
01166_L.tif,Рукописное письмо,Управление страховым случаем,BURG Amandine,Burg Amandine,NAIF Assurances,01/12/2006,,,5
01156_L.tif,Рукописное письмо,Изменение персональных данных,DESGRANGES Clement,Desgranges Clément,Assedic - Assurance Chômage,,,,5
01155_L.tif,Рукописное письмо,Открытие счёта,GUICHARD Maeva,Mme Guichard Maeva,"Hebdomadaire ""Top Coule""",26/11/2006,Verny,,6
01157_L.tif,Рукописное письмо,Претензия,CLAEYS Jean-louis,Clauyo Jean Louis,Police Nationale,,,Objet : nuisances sonores,6
01158_L.tif,Рукописное письмо,Запрос информации,PACHECO Louis,Louis PACHECO,MANIF ASSURANCES,30/11/2006,Naymont les Fosses,Objet : Renseignement sur les horaires d'accueil du public,8
01169_L.tif,Рукописное письмо,Управление страховым случаем,ORY Patrick,ORY Patrick,BAAF Assurances,30/11/2006,Desseling,Objet : demande de couverture,7
01165_L.tif,Рукописное письмо,Изменение контракта / заказа,BELLIARD Denis,Belliard Denis,BMP - Banque mutuelle de paris,,,Obj : Commande d'actions boursières,10
01159_L.tif,Рукописное письмо,Безответное почтовое письмо,DOUILLARD Christiane,Mme DOUILLARD Christiane,"Magazine ""Déo""",28/11/2006,Raedersheim,Objet :\nRelance au sujet d'une\ndemande d'informations,8
01168_L.tif,Рукописное письмо,Безответное почтовое письмо,CARDINAL Colette,Colette CARDINAL,"Quotidien ""LE PAIN""",01/12/2006,Valleroy,Objet : changement d'adresse non pris en compte,8
01167_L.tif,Рукописное письмо,Изменение контракта / заказа,JOLY Coralie,JOLY Coralie,LA REBOUTE,02/10/2006,,Objet : changement concernant ma dernière commande,8
01154_L.tif,Рукописное письмо,Изменение контракта / заказа,MESSINA Brigitte,Messina Brigitte,La Reboute,29/11/2006,Sermamagny,Ojet : Commande de 3 paires de chaussettes.,7
01173_L.tif,Рукописное письмо,Изменение контракта / заказа,GIROUD Sylvie,Sylvie GIROUD,Banque Débit Lyonnais,29/11/2006,Froideterre,Objet:\nCommande d'actions boursières,7
01172_L.tif,Рукописное письмо,Изменение персональных данных,LE SAUX Yves,LE SAUX Yves,NAIF Assurances,01/12/2006,,,7
01171_L.tif,Рукописное письмо,Трудности с денежным переводом,GUILLON Vincent,GUILLON VINCENT,Trésorerie des Impôts,10/12/2006,KERPRICH AUX BOIS,Objet : facture eau trop élevée,7
01174_L.tif,Рукописное письмо,Изменение контракта / заказа,AUPETIT Muriel,Mme AUPETIT Marie,BAnque Mutuelle de Paris,01/12/2006,,,7
01170_L.tif,Рукописное письмо,Закрытие счёта,MILAN Jean-noel,MILAN Jean Noël,Débit Lyonnais,,,Objet : Fermeture de compte,6
01180_L.tif,Рукописное письмо,Изменение контракта / заказа,CROCHET Didier,CROCHET Didier,Les 3 Suifs,,,objet : Augmentation des\nquantités de CD Vierges,6
01176_L.tif,Рукописное письмо,Запрос информации,DUCOURNEAU Manon,DUCOURNEAU Manon,BAAF Assurances,30/11/2006,Frizon,Objet : Demande de documentation concernant\nles contrats d'assurance vie.,10
01181_L.tif,Рукописное письмо,Изменение персональных данных,BARRET Jean-claude,BARRET Jean-Claude,Les 3 suifs,23/11/2006,,,6
01178_L.tif,Рукописное письмо,Закрытие счёта,MINOT Kathy,Kathy MINOT,BMP - Banque mutuelle de Paris,30/11/2006,Saud,objet : fermeture de compte bancaire,7
01179_L.tif,Рукописное письмо,Управление страховым случаем,JOUANNE Myriam,Myriam JOUANNE,NAIF Assurances,,,Objet : Constat-Sinistre,7
01177_L.tif,Рукописное письмо,Открытие счёта,GUENARD France,Guenard France,Fleurs et Merguez,01/12/2006,,Objet : Abonnement,8
01175_L.tif,Рукописное письмо,Претензия,FISCHER Emmanuelle,Fischer Emmanuelle,Bof telecom,,,Objet : réclamation,6
01187_L.tif,Рукописное письмо,Запрос информации,ADELINE Jessy,Adeline Jessy,ANPE,,,Objet : Demande d'information,6
01182_L.tif,Рукописное письмо,Управление страховым случаем,MOREAUX David,MOREAUX David,NNA Assurances,23/10/2006,OSTHEIM,Objet : Appel à assurance habitation,9
01188_L.tif,Рукописное письмо,Изменение контракта / заказа,CUNY Richard,Mr CUNY Richard,La Redoute,30/11/2006,RIEDWHIR,Objet : Augmentation (x2) des quantités de chaussettes commandées,7
01185_L.tif,Рукописное письмо,Управление страховым случаем,MASSART Patricia,Massart patricia,Manif assurances,,,,6
01194_L.tif,Рукописное письмо,Запрос информации,SALEM Robin,Robin Salem,Banque Débit Lyonnais,01/12/2006,Ranrupt,Objet : demande de précision sur ma\ndernière facture.,7
01191_L.tif,Рукописное письмо,Безответное почтовое письмо,BARDON Pascale,BARDON Pascale,FRANCE TELEPHONE,30/11/2006,Lutter,Objet : Relance,8
01193_L.tif,Рукописное письмо,Изменение контракта / заказа,HEQUET Elodie,HEQUET Elodie,La Reboute,02/12/2006,PONPOINT,,6
01186_L.tif,Рукописное письмо,Запрос информации,POUGET Arnaud,Monsieur ARNAUD POUGET,MR Le Directeur d'agence,02/12/2006,GEUDERTHEIM,Objet : Demande d'information / Demande de\ndocumentation concernant les contrats\nd'assurance auto.,10
01189_L.tif,Рукописное письмо,Управление страховым случаем,JOANNES Sylvie,JOANNES Sylvie,MANIF Assurances,01/12/2006,Niederbronn,Objet : Déclaration d'un dégât des eaux,8
01190_L.tif,Рукописное письмо,Запрос информации,MELCHIOR Brigitte,MELCHIOR Brigitte,BANQUE CREDIT POPULAIRE,30/11/2006,Thélod,,6
01184_L.tif,Рукописное письмо,Претензия,SAINT-MARTIN Nathalie,Saint Martin Nathalie,Mairie,,,,5
01192_L.tif,Рукописное письмо,Изменение контракта / заказа,METZ Ghislaine,Mme METZ Ghislaine,Les 3 Suifs,28/11/2005,,OBJET : changement de couleur,8
01183_L.tif,Рукописное письмо,Управление страховым случаем,WALCZAK Sylvie,WALCZAK SYLVIE,MANIF ASSURANCES,,,,5
01203_L.tif,Рукописное письмо,Закрытие счёта,DUMONT Djamila,DUMONT Djamila,BMP - Banque Mutuelle de Paris,25/11/2006,Sanny,Objet : Fermeture de compte bancaire,8
01209_L.tif,Рукописное письмо,Претензия,CALVEZ Isabelle,CALVEZ Isabelle,Brouille Télécom,,,Objet : Demande de remboursement,6
01195_L.tif,Рукописное письмо,Безответное почтовое письмо,MATHIEU Claude,MATHIEU Claude,GDF,,,Obj : relance d'une demande de changement d'adresse,6
01197_L.tif,Рукописное письмо,Безответное почтовое письмо,CHESNEL Delphine,Delphine CHESNEL,BoF télécom,,,"Objet : demande d'information, rappel !",7
01199_L.tif,Рукописное письмо,Изменение контракта / заказа,LARRIEU Margot,Larrieu Margot,Banque Crédit Populaire,01/12/2006,Bionville sur Nied,,6
01198_L.tif,Рукописное письмо,Запрос информации,MORO Odile,Mme Odile MORO,Débit Lyonnais,30/11/2006,,,6
01206_L.tif,Рукописное письмо,Управление страховым случаем,LOREAU Anne,LOREAU Anne,NNA Assurances,02/12/2006,CONFLANS EN JARNISY,,7
01205_L.tif,Рукописное письмо,Запрос информации,GEAY Adrien,GEAY Adrien,à BOF télécom,02/12/2006,SESSENHEIM,,6
01207_L.tif,Рукописное письмо,Закрытие счёта,LAFONTAINE Daniel,LAFONTAINE Daniel,NNA Assurance,,,Objet : résiliation d'assurance auto,6
01202_L.tif,Рукописное письмо,Безответное почтовое письмо,DESERT Isabelle,DESERT Isabelle,"Mensuel ""Fleurs & Merguez""",,,Objet : Demande d'\ninformation,7
01201_L.tif,Рукописное письмо,Открытие счёта,BUFFARD Sephora,BUFFARD Sephora,"Bimestriel ""Charité Bushido""",04/12/2006,Taintrux,,5
01208_L.tif,Рукописное письмо,Изменение контракта / заказа,GARCIA Alexandra,GARCIA Alexandra,Trésorerie des Impôts,,,Objet : demande de mensualisation de l'impôt sur le revenu.,7
01200_L.tif,Рукописное письмо,Запрос информации,THIEBAUT Caroline,Madame THIEBAUT Caroline,BAAF Assurances,02/12/2006,Stosswihr,,7
01204_L.tif,Рукописное письмо,Безответное почтовое письмо,DRIDI Moussa,DRIDI Moussa,Banque Société Géniale,01/12/2006,Wattwiller,Objet : Relance de courrier,8
01196_L.tif,Рукописное письмо,Закрытие счёта,VILLA Dominique,VILLA Dominique,NAIF Assurances,30/11/2006,,,6
01220_L.tif,Рукописное письмо,Безответное почтовое письмо,VERA Mariam,VERA Mariam,NAIF Assurances,,,Objet : ¤{Reclamation/Réclamation}¤ restée sans suite,6
01222_L.tif,Рукописное письмо,Трудности с денежным переводом,BERTHELOT Virginie,Berthelot Virginie,Monsieur le directeur,01/12/2006,IVRY,,7
01212_L.tif,Рукописное письмо,Открытие счёта,KERN Michael,KERN Mickael,"Magazine ""Déo""",03/11/2006,,,6
01215_L.tif,Рукописное письмо,Изменение персональных данных,ROCCHI Jean-pierre,ROCCHI Jean-Pierre,Fleur et Merguez,28/11/2006,Clans,Objet : Nouvelles coordonnées postales,8
01210_L.tif,Рукописное письмо,Трудности с денежным переводом,TOUCHARD Yves,TOUCHARD Yves,GDF,01/02/2005,Le Syndicat,Objet : Demande de remise gracieuse,7
01224_L.tif,Рукописное письмо,Изменение контракта / заказа,LOISON Angelique,LOISON Angélique,Les 3 Suifs,,,objet : changement d'un produit\nde ma dernière commande.\n,6
01218_L.tif,Рукописное письмо,Безответное почтовое письмо,CABRERA Maryline,Maryline CABRERA,La Poste,02/12/2006,Weitbruch,Objet : Réclamation,9
01226_L.tif,Рукописное письмо,Изменение контракта / заказа,ROSIER Corinne,Corinne Rosier,BMP Banque Mutuelle de Paris,04/12/2006,ST Vallier,,9
01216_L.tif,Рукописное письмо,Запрос информации,OLIVE Maryse,Maryse OLIVE,Banque Crédit Populaire,30/11/2006,BALDENHEIM,OBJET : Demande de catalogue des produits proposés,7
01221_L.tif,Рукописное письмо,Изменение персональных данных,SASSI Joselyne,joselyne Sassi,Banque Crédit Populaire,30/11/2006,Bienville,,6
01223_L.tif,Рукописное письмо,Изменение контракта / заказа,MADELEINE Amar,Monsieur Amar MADELEINE,Banque Société Géniale,01/12/2006,,Objet : Commande d'Actions Boursiers,7
01213_L.tif,Рукописное письмо,Открытие счёта,SCHMIDT Florence,Mme SCHMIDT FLORENCE,Les 3 SUIFS,,,Objet : devenir un de vos clients.,8
01225_L.tif,Рукописное письмо,Изменение контракта / заказа,BIDET Nancy,M BHIDET NANCY,,04/12/2006,RITZING,Objet : Modification de contrat/commande,6
01211_L.tif,Рукописное письмо,Трудности с денежным переводом,DELGADO Patrick,DELGADO Patrick,Trésorerie des Impôts,04/12/2006,ST Ame,OBJET : Demande de remise gracieuse.,7
01214_L.tif,Рукописное письмо,Изменение персональных данных,GONCALVES Jeannine,Mme Jeanine GONCALVES,La Reboute,04/12/2006,St Vallier,Objet : Changment de données personnelles.,7
01217_L.tif,Рукописное письмо,Запрос информации,LE SAUX Laurent,LE SAUX Laurent,BAAF Assurances,30/11/2006,Mundolsheim,Objet : Demande de documentation concernant les contrats d'assurances\nauto,7
01219_L.tif,Рукописное письмо,Управление страховым случаем,CARNET Maelle,Maelle CARNET,MANIF ASSURANCES,04/12/2006,OHLUNGEN,,6
01240_L.tif,Рукописное письмо,Управление страховым случаем,LE ROCH Guillaume,Guillaume LEROCH,MANIF Assurance,,,,6
01236_L.tif,Рукописное письмо,Трудности с денежным переводом,JOURDAN Louis,Jourdan Louis,Bof telecom,,,,5
01242_L.tif,Рукописное письмо,Открытие счёта,LENGLET Stephanie,Lenglet Stephanie,BAAF Assurances,,,,5
01230_L.tif,Рукописное письмо,Изменение контракта / заказа,COULET Michelle,COULET Michelle,Trésorerie des impôts,02/12/2006,Aschbach,,7
01233_L.tif,Рукописное письмо,Открытие счёта,GELIN Justine,GELIN Justine,"Hebdomadaire ""Top Coule""",05/12/2006,Etobon,objet : Abonnement,7
01232_L.tif,Рукописное письмо,Запрос информации,GAY Nathalie,Gay Nathalie,BAAF assurances,,,,5
01241_L.tif,Рукописное письмо,Открытие счёта,MORVAN Benoit,Benoît MORVAN,CHARITE BUSHIDO,04/12/2006,Aumale,Objet : Abonnement,7
01237_L.tif,Рукописное письмо,Изменение персональных данных,COSTES Florence,Florence COSTES,ASSEDIC-Assurance Chômage,29/11/2006,,,7
01227_L.tif,Рукописное письмо,Закрытие счёта,LY Chantal,Mme LY Chantal,NNA Assurances,02/12/2006,,Objet : Fermeture de Compte,9
01235_L.tif,Рукописное письмо,Изменение контракта / заказа,ATMANI Gilbert,ATMANI Gilbert,Banque société générale,,,,5
01231_L.tif,Рукописное письмо,Закрытие счёта,SAYAH Candy,Mlle SAYAH Candy,BAAF Assurances,01/12/2006,Courcelles sur Nied,,6
01239_L.tif,Рукописное письмо,Закрытие счёта,CHEVET Frederic,CHEVET Frederic,NAIF Assurance,04/12/2006,la Celle,Catégorie : Fermeture de compte,8
01243_L.tif,Рукописное письмо,Изменение персональных данных,BOURQUIN Victoria,MME  BOUROUIN VICTORIA,BANQUE CREDIT POPULAIRE,,,,5
01228_L.tif,Рукописное письмо,Управление страховым случаем,OLIVE Bernard,M. Bernard OLIVE,NNA. Assurances,04/12/2006,St Anne,,7
01238_L.tif,Рукописное письмо,Безответное почтовое письмо,SMADJA Ghislaine,Ghislaine Smadja,service clientèle,14/11/2006,Gries,Objet : changement de données personnelles.,8
01234_L.tif,Рукописное письмо,Изменение персональных данных,BAUMARD Marie-pierre,BAUMARD Marie Pierre,BMP-Banque Mutuelle de Paris,,,,5
01229_L.tif,Рукописное письмо,Изменение контракта / заказа,SCHMITT Faiza,SCHMITT Faiza,La Reboute,29/11/2006,Signes,Objet : Commande de 50 CD vierges.\nRéf. Client : EPJJA 53,7
01253_L.tif,Рукописное письмо,Управление страховым случаем,RIGAUD Jacques,RIGAUD Jacques,NNA Assurances,,,,5
01255_L.tif,Рукописное письмо,Изменение контракта / заказа,RICARD Dominique,Dominique RICARD,Banque Débit Lyonnais,07/12/2006,,,8
01260_L.tif,Рукописное письмо,Изменение контракта / заказа,GAUVAIN Isabel,GAUVAIN Isabel,Banque Debit Lyonnais,05/12/2006,,Objet : Demande de diminution\ndes versements sur mon Plan Epargne Logement,7
01244_L.tif,Рукописное письмо,Запрос информации,THIEBAUD Dominique,THIEBAUD Dominique,Banque Société Géniale,29/11/2006,Maloncourt la Montagne,Objet : Demande de ¤{rendez vous/rendez-vous}¤ avec un\nconseiller,7
01249_L.tif,Рукописное письмо,Претензия,CORREIA Angelique,CORREIA Angélique,France Telephone,01/12/2006,Glatigny,Objet : demande de remboursement,8
01246_L.tif,Рукописное письмо,Изменение персональных данных,CAMARA Beatrice,Melle Béatrice CAMARA,MAGAZINE Déo,04/12/2006,Basse Rentgen,Objet : Changement de coordonnées postales.,8
01247_L.tif,Рукописное письмо,Претензия,MOYON Marie-noelle,Marie-Noëlle MOYON,Police Nationale,,,,5
01257_L.tif,Рукописное письмо,Изменение персональных данных,GERVAIS Julie,GERVAIS Julie,Mr le Directeur,,,,5
01258_L.tif,Рукописное письмо,Трудности с денежным переводом,MOURIER Marina,Mme Mourier Marina,GDF,23/08/2006,Roussy,,8
01259_L.tif,Рукописное письмо,Изменение контракта / заказа,LEVALLOIS Mathilde,Levallois Mathilde,Les 3 Suifs,,,OBJET : changement de commande,6
01251_L.tif,Рукописное письмо,Изменение контракта / заказа,CROCHET Didier,CROCHET Didier,BMP - BANQUE MUTUELLE DE PARIS,,,objet : Commande d'actions\nboursières,6
01245_L.tif,Рукописное письмо,Управление страховым случаем,POIRON Fernande,POIRON Fernande,MANIF ASSURANCES,04/12/2006,Glay,,6
01256_L.tif,Рукописное письмо,Запрос информации,PLUQUET Christine,Pluquet Christine,Banque Société Géniale,,,,5
01254_L.tif,Рукописное письмо,Запрос информации,MOURET Victor,M. Victor MOURET,Banque Crédit Populaire,05/12/2006,Piennes,,7
01250_L.tif,Рукописное письмо,Безответное почтовое письмо,CAPARROS Marie,Marie CAPARROS,BANQUE CREDIT POPULAIRE,05/12/2006,Nierderbronn,objet => Réclamation Sans Suite.,7
01252_L.tif,Рукописное письмо,Открытие счёта,DECOCK Sonia,DECOCK Sonia,La Reboute,01/11/2006,Laquenexy,OBJET : Demande\nd'ouverture de compte,12
01248_L.tif,Рукописное письмо,Претензия,VERWAERDE Marion,Marion VERWAERDE,BoF Telecom,05/12/2006,Vezeline,objet = Demande de remboursement,8
01271_L.tif,Рукописное письмо,Изменение контракта / заказа,CARNEIRO Marianne,CARNEIRO Marianne,Banque Crédit Populaire,06/12/2006,ST JURE,,6
01275_L.tif,Рукописное письмо,Изменение контракта / заказа,DAMIEN Jenna,DAMIEN Jenna,La Reboute,05/12/2006,,Objet : Modification de Commande,8
01273_L.tif,Рукописное письмо,Трудности с денежным переводом,MESSINA Astrid,Astrid Messina,Trésorerie des Impôts,05/12/2006,Carros,objet : Demande de remise gracieuse .,8
01269_L.tif,Рукописное письмо,Открытие счёта,GRIMAL Fabienne,Madame Fabienne GRIMAL,"MAGAZINE ""DEO""",,,Objet : abonnement/ouverture de compte.,6
01265_L.tif,Рукописное письмо,Изменение контракта / заказа,MESSINA Brigitte,Messina Brigitte,Banque Débit Lyonnais,06/12/2006,Serma magny,Objet : Diminution des versements sur mon Plan Epargne Logement,7
01278_L.tif,Рукописное письмо,Трудности с денежным переводом,FOURMOND Loetitia,Me Fourmond Loeticia,EDF,05/12/2006,,,7
01276_L.tif,Рукописное письмо,Открытие счёта,BOURGES Dominique,BOURGES Dominique,Banque Crédit Populaire,,,Objet : Demande de renseignements,6
01267_L.tif,Рукописное письмо,Безответное почтовое письмо,POUZET Myriam,Myriam POUZET,,05/12/2006,Oberdorf,,5
01261_L.tif,Рукописное письмо,Претензия,COTTIN Sandrine,Sandrine COTTIN,Mairie,,,Objet : Nuisances sonores,6
01270_L.tif,Рукописное письмо,Трудности с денежным переводом,BINET Arnaud,BINET Arnaud,BOF Telecom,05/12/2006,Moncel,,6
01266_L.tif,Рукописное письмо,Запрос информации,PAYET Rachel,PAYET Rachel,Banque Crédit Populaire,05/12/2006,Beyren Les Sierck,Objet : demande de rendez-vous\navec un conseiller,9
01279_L.tif,Рукописное письмо,Запрос информации,BOUZID Charlotte,Charlotte BOUZID,Chargé de clientèle,,,Objet : Demande de documentation,7
01263_L.tif,Рукописное письмо,Претензия,BURG Amandine,Amandine Burg,Sépa FR,,,,4
01274_L.tif,Рукописное письмо,Безответное почтовое письмо,ABDELKADER Hafida,ABDELKADER Hafida,Trésorerie Des Impots,06/12/2006,HOLTZWIHR,Objet : relance concernant mon\ncourrier du 05. Nov. 2006,7
01264_L.tif,Рукописное письмо,Изменение контракта / заказа,RICHARD Patricia,RICHARD Patricia,Trésorie des Impôts,01/12/2006,,Objet : Demande de mensualisation de l'impôt sur le\nrevenu,8
01277_L.tif,Рукописное письмо,Управление страховым случаем,RUSSO Leila,Leïla RUSSO,BAAF assurances,06/12/2006,Osthoffen,Objet : déclaration de sinistre.,7
01268_L.tif,Рукописное письмо,Изменение контракта / заказа,MAISONNEUVE Antoinette,Maisonneuve Antoinette,Trésorerie des Impots,02/12/2006,,Objet : demande de mensualisation de l'impôt sur le revenu,8
01262_L.tif,Рукописное письмо,Изменение персональных данных,PASTOR Viviane,Melle PASIOR Viviane,MAGAZINE DEO,,,,5
01272_L.tif,Рукописное письмо,Закрытие счёта,CODRON Cyrille,MR CODRON CYRILLE,MANIF ASSURANCES,,,,5
01282_L.tif,Рукописное письмо,Запрос информации,MEYER Nicolas,Mr Meyer,,07/12/2006,Chatel ST Germain,,5
01281_L.tif,Рукописное письмо,Изменение контракта / заказа,LEROY Maryline,Leroy Maryline,,,,,4
01283_L.tif,Рукописное письмо,Запрос информации,CISSE Bertrand,M. Bertrand CISSE,Banque Crédit Populaire,04/12/2006,Seppois-le-Haut,,6
01285_L.tif,Рукописное письмо,Трудности с денежным переводом,VIALE Arnaud,ARNAUD VIALE,TRESORERIE DES IMPOTS,07/12/2006,Anzeling,,6
01289_L.tif,Рукописное письмо,Трудности с денежным переводом,CABALLERO Gauthier,Caballero Gauthier,,05/12/2006,Retzwiller,,6
01292_L.tif,Рукописное письмо,Трудности с денежным переводом,PERROT Michael,Michael Perrot,GDF,04/12/2006,Ferdrupt,Objet : demande de remise gracieuse,9
01288_L.tif,Рукописное письмо,Запрос информации,VERNIER Hugo,VERNIER Hugo,NNA assurance,06/12/2006,Brumath,Objet : Demande d'information.,7
01290_L.tif,Рукописное письмо,Открытие счёта,EVANNO Brigitte,EVANNO BRIGITTE,"Magazine ""DéO""",06/12/2006,VAUlNAVEYS lE HAUT,objet : abonnement.,8
01293_L.tif,Рукописное письмо,Изменение контракта / заказа,DUBAIL Sonia,DUBAIL Sonia,BANQUE SOCIETE GENIALE,01/12/2006,,Objet : Modification de contrat - commande,7
01291_L.tif,Рукописное письмо,Запрос информации,POUGET Arnaud,MR ARNAUD POUGET,Monsieur Le Directeur d'agence,07/12/2006,GEUDERTHEIM,Objet : Demande de documentation concernant\nles contrats d'assurance vie,8
01286_L.tif,Рукописное письмо,Изменение контракта / заказа,FOUET Jennifer,De FOUET Jennifer,Les 3 Suifs,04/12/2006,Insming,,6
01280_L.tif,Рукописное письмо,Изменение персональных данных,BERTHELOT Virginie,Berthelot Virginie,BAAF assurances,07/12/2006,,,8
01295_L.tif,Рукописное письмо,Претензия,VILLA Dominique,VILLA Dominique,Bureau de réclammation,07/12/2006,,,6
01284_L.tif,Рукописное письмо,Управление страховым случаем,DUVEAU Tarik,Tarik DUVEAU,NNA ASSURANCES,30/11/2006,Marlenheim,,6
01294_L.tif,Рукописное письмо,Изменение персональных данных,MASSART Patricia,Massart patricia,BAAF assurances,,,,5
01287_L.tif,Рукописное письмо,Претензия,ROSSE Sophie,Sophie Rosse,La Redoute,04/10/2006,Mertzen,Objet : Demande de remboursement,8
01304_L.tif,Рукописное письмо,Запрос информации,SAINT-MARTIN Nathalie,Saint Martin Nathalie,CAF,,,,6
01303_L.tif,Рукописное письмо,Изменение контракта / заказа,DE OLIVEIRA Michele,Michèle DE OUVEIRA,Trésorerie des impôts,04/12/2006,,Objet : mensualisation,7
01310_L.tif,Рукописное письмо,Закрытие счёта,GARIN Annie,GARIN Annie,Banque Débit Lyonnais,08/12/2006,KIRCHBERG,Objet : Fermeture de compte bancaire\nlettre recommandée avec accusé de réception,7
01309_L.tif,Рукописное письмо,Запрос информации,PELLERIN Francis,Francis PELLERIN,NNA Assurances,08/12/2006,,Objet : Demande de documentation concernant\nles assurances vie,7
01300_L.tif,Рукописное письмо,Изменение контракта / заказа,BARBAUD Emilie,Melle Emilie Barbaud,Banque Débit Lyonnais,08/12/2006,La Maxe,Objet : commande d'actions,8
01307_L.tif,Рукописное письмо,Изменение контракта / заказа,LARRIEU Margot,Mme Larrieu Margot,Les 3 Suifs,06/12/2006,Bionville sur Nied,,6
01302_L.tif,Рукописное письмо,Запрос информации,JOUSSELIN Martine,Martine Jousselin,BAAF Assurances,07/12/2006,,Objet : Demande de documentation sur\nles assurances vie.,7
01297_L.tif,Рукописное письмо,Изменение контракта / заказа,MAGNIER Patrick,MAGNIER Patrick,Les 3 Suifs,07/12/2006,Frambouhans,Objet : Augmentation (x2) des quantités de chaussettes commandées,8
01301_L.tif,Рукописное письмо,Изменение персональных данных,WALCZAK Sylvie,WALCZAK SYLVIE,MANIF ASSURANCES,,,,6
01298_L.tif,Рукописное письмо,Открытие счёта,JULIA Karine,JULIA Karine,France Télécom,01/12/2006,,Objet:\ndémarche à suivre pour devenir\nclient,6
01305_L.tif,Рукописное письмо,Закрытие счёта,GUILLEMOT Carole,GUILLEMOT Carole,NAIF Assurances,05/12/2006,Bettviller,Objet : Résiliation assurance\nauto,8
01299_L.tif,Рукописное письмо,Претензия,SOULIE Marie,SOULIE Marie,Police Nationale,,,,5
01308_L.tif,Рукописное письмо,Претензия,GINESTE Gerard,Gineste Gérard,la Redoute,,,Objet : ¤{Reclamation/Réclamation}¤,6
01306_L.tif,Рукописное письмо,Запрос информации,PINTO Magali,Mlle PINTO Magali,Banque Société Géniale,07/12/2006,Boersch,Objet : demande de précisions sur ma dernière facture,8
01296_L.tif,Рукописное письмо,Открытие счёта,BONTE Charline,BONTE Charline,"Bimestriel ""Charité Bushido""",,,Objet : Demande d'abonnement,6
01314_L.tif,Рукописное письмо,Запрос информации,BAUDIN Dounia,Madame Baudin Dounia,Monsieur le directeur,08/12/2006,Heining les Bouzonville,Objet : demande de renseignements,8
01311_L.tif,Рукописное письмо,Изменение персональных данных,BOUCHEZ Yoann,M. BOUCHEZ Yoann,LA REBOUTE,06/12/2006,,,6
01316_L.tif,Рукописное письмо,Запрос информации,ROTA Valerie,Valérie ROTA,NAIF Assurances,04/12/2006,Puxieux,Objet : Demande de RV.,9
01328_L.tif,Рукописное письмо,Изменение персональных данных,OLIVE Maryse,Maryse OLIVE,ASSEDIC-Assurance chômage,07/12/2006,BALDENHEIM,OBJET : Nouvelle situation familiale,7
01324_L.tif,Рукописное письмо,Претензия,LE SAUX Yves,LE SAUX Yves,Univers Sale Mobile,,,,5
01326_L.tif,Рукописное письмо,Безответное почтовое письмо,HERBERT Martine,HERBERT Martine,NAIF Assurances,06/12/2006,Buchy,Objet : pas de réponse à ma réclamation du 01 novembre 2006.,7
01317_L.tif,Рукописное письмо,Изменение контракта / заказа,CARDINAL Colette,Colette CARDINAL,Banque Crédit Populaire,08/12/2006,Valleroy,,6
01313_L.tif,Рукописное письмо,Трудности с денежным переводом,CARLE Yves,Yves Cale,Les 3 Suifs,07/12/2006,Antignac,Objet : Difficulté de paiement\nDemande d'échelonnement,9
01312_L.tif,Рукописное письмо,Запрос информации,DRIDI Moussa,DRIDI Moussa,NAIF Assurances,08/12/2006,Wettwiller,objet : Demande de documentation concernant\nles contrats d'assurance habitation,8
01315_L.tif,Рукописное письмо,Управление страховым случаем,RIAHI Nadine,Nadine RIAMI,BAAF Assurances,09/12/2006,Chilly Mazarin,,8
01327_L.tif,Рукописное письмо,Изменение персональных данных,AUBIER Lou,Mme Aubier Lou,La Redoute,08/12/2006,Buhl,"Objet: "" modification de coordonnées """,8
01321_L.tif,Рукописное письмо,Открытие счёта,AUPETIT Muriel,Mme AUPETIT Muriel,Fleurs & Merguez,07/12/2006,,Objet : Ouverture de Compte,8
01325_L.tif,Рукописное письмо,Запрос информации,TRAORE Jennifer,TRAORE Jennifer,NAIF Assurances,06/12/2006,Chauny,Objet: Demande de documentation concernant les contrats\nd'assurance habitation,8
